,date,time,username,tweet,retweets_count,likes_count
25,2021-04-07,14:02:51,_karip_,터미널 같은데 지점 두면 장사 잘 될 거 같은데 차 없으면 거의 가지 말라 급이라 문제지 ㅋㅋ 누가 천안 버스를 타고 싶어 하겠음,0,0
26,2021-04-06,20:45:59,hnmundo,천안버스 항상 조심 다른 거보다 버스를 조심해야 해 천안 버스 악의 화신,0,0
27,2021-04-06,19:20:20,mr_kim_gyul,천안버스 난폭난폭,0,0
28,2021-04-06,10:07:11,gwangtori1041,여윽시 천안버스 ㅎㄷㄷ니다,0,1
29,2021-04-06,08:11:46,zzumi_,천안버스 ㅅㅂ,0,1
30,2021-04-05,03:01:07,ddeack14,그 쵸 천안 버스 험하죠,0,4
31,2021-04-04,19:11:15,oninoni111,천안 버스 사고날까봐 존 나 무서운데 사고 안 ㄷㄷ,0,2
32,2021-04-04,18:51:42,kyeomza,천안버스 저 서서 손잡이 잡고 잇다가 ㄹㅇ 급정거 때 매엎어져 봣음,0,1
33,2021-04-04,18:46:30,kyeomza,천안버스 태워달라고 사인 주는 거부터 타는 거부터 내리는 거까지 다 문제임,3,2
34,2021-04-04,15:29:35,ttsg_l27,인용에 천안 버스 얘기도 있ㅋㅋ 학창시절 경기 천안 다 살아봤던 사람으로서 말하는 건데 이건 마치 황천길 급행 카트라이더를 안전띠 없이 탑승한 기분임 더 무서운 건 달리는 버스에 내가 손 흔들며 뛰어서 타야 한다는 거야 안 그러면 황천길이고 목적지 고 어디에도 갈 수 없어,1,1
35,2021-04-04,15:03:41,lordsejong,천안버스 ㅅㅂ 여기 매드맥스임,0,0
36,2021-04-04,14:01:51,tsudaka53,고려신학대학원 왕래할 때 천안버스의 악명을 직접 겪었습니다,0,1
37,2021-04-04,13:24:34,lapizhb_0111_20,그치만 경기버스 버스를 보고 버정에서 도로로 나갈 듯이 글케만 하면 멈춰준 다구요 근데 제가 겪어본 천안은 천안 버스 타려고 정류장에서 햇다가 그대로 쌩 지나감 ㅅㅂ 그렇게 대 놓치고 학교 지각햇던 듯,0,1
38,2021-04-04,13:21:00,hollowsandwich,전 경기 버스는 잘 모르지만 천안 버스는 잘 아는 그들은 일단 도로까지 나와서 어필하는 춤을 추지 않으면 우리를 태워 줄 마음이 없으며 가격도 비싼 주제에 승차감이 매우 불쾌하고 기사님들이 불친절한 경우가 많음 나는 서울에 가 기 전엔 모든 버스들이 이렇게 매드맥스를 찍는 줄 알았어,0,4
39,2021-04-04,12:12:43,chlwoejr01222,경기도인들은 천안 버스 경험해봐야 지하철 환승도 되면서 ㅂㄷㅂㄷ,3,1
40,2021-04-03,15:46:46,kudo_kanna,천안버스가 왜 그따구냐 천안이 경기도에 붙어 있기 때문이다,0,0
41,2021-04-02,20:07:24,chipofivestars,원주를 사랑하는 자칭 수원 명예시민인 현실 화성시민 이 말하길 천안 버스와 마찬가지로 원주 버스도 목숨을 걸고 타야 합니다 오늘도 고객들이 모두 자리에 착석하지 않은 채로 주행 페달을 밟은 기사님,0,3
42,2021-04-01,11:09:31,healer_28,천안 사는 데 동네 창피하게 작년 월에 에서 천안 버스 때문에 천안에 촬영 온걸 이제야 봤네 진짜 동네 망신 버스가 다하고 다니네 ㅋ,0,0
43,2021-03-31,21:33:17,b_day365,천안버스 염병 분차 없음 증발함 어디 갔는데 썅,0,0
44,2021-03-31,08:01:01,inchaconne,천안버스 매번 나 ㅋㅋㅋ,0,0
45,2021-03-30,18:22:52,inchaconne,정말 궁금해서 그러는데 다른 지역에서도 시 내 버스에서 급 회전 구간에서는 손잡이를 꼭 잡아주세요 라는 안내방송이 나오나 왜냐면 무적 천안버스에선 나오거든 게 다가 차선 변경 어렵다고 몇 십 년간 정차하던 버스가 노선을 막 바ㅋㅋㅋ니 급 회전 안 하고 급 노선 변경을 안하면 될 일 아니냐ㅋ,1,0
46,2021-03-30,14:47:23,jhs1284,진짜 천안 버스는 뭔가 기사님이랑 시 비붙어서 싸우자 그러면 진짜 버스 안에서 싸울 것 같아요,1,0
47,2021-03-30,14:43:22,jhs1284,천안 버스는 매드맥스야,0,0
48,2021-03-30,14:42:26,halxbat,천안버스는 여기서도 유명해요,0,0
49,2021-03-30,14:23:22,jhs1284,천안버스는 레전드입니다 버스 정류장에 사람이 있어도 손을 들어 타려고 해야 세워줌,1,3
50,2021-03-28,23:02:59,newqury,내가 천안 버스한테 맨날 화내는 이유,1,1
51,2021-03-28,16:55:40,newqury,하 나 천안 버스 기사한테 욕 먹는 것도 다 참고 버스 타잖아 그니까 제 발 노선이라도 어떻게 좀 해주면 안 돼 제발 제발 부탁이야 동남구랑 서북구랑 연결 좀 해봐 씨 발 저기가 아산가기보다 힘들어,1,0
52,2021-03-28,14:48:07,zingga_hayu_da,다이나믹 천안버스 놀이 기구 저리가 라임,0,4
53,2021-03-27,21:47:00,newqury,역 집 루트 역에서 버스를 타고 바로 집에 올 수 있으나 이 거 기다리다가 놓치거나 걍 기사가 월루했을 시 천안 버스 마이너 노선이라 가끔 운 나쁘면 있는 일임 막차 끊겨서 택시 타야됨 약 원 정도,0,0
54,2021-03-27,21:31:18,jhs1284,커브에서 드리프트하며 승객과 쌍욕 배틀을 하는 원짜리 천안 버스,5,3
55,2021-03-27,19:57:36,cheum7298,팔로우 업 승객 따라 내리면서 폭언한 천안 버스 기사 근황,0,0
56,2021-03-27,14:52:42,ralfcol_,천안버스 기사님 인사하는 거 볼 때마다 웰컴 투헬 하는 듯한 운전 방식이랑 괴리감 때문에 참 미묘함,0,0
57,2021-03-27,12:28:33,0_vvnotvv,둘 다 하는 천안 버스요,1,0
58,2021-03-27,01:39:42,h_h_h_h_h_h_h_7,아앗 안타깝게도 천안 버스는 한 번밖에 못 타봐서 리뷰는 못 햇답니다,0,0
59,2021-03-26,19:19:45,nurian_train,천안버스 타고 이니셜 사운드 트랙 들으니까 흥한다ㅋㅋ,0,0
60,2021-03-26,17:40:09,l1e9_,천안버스가 ㄹㅇㅇㅣ 라니까 여 진짜,0,0
61,2021-03-26,17:39:44,l1e9_,천안버스를 값싼 놀이기구라고 생각해보자 와 원주 고 타는 놀이기구 환승도 가능,1,1
62,2021-03-26,17:37:22,l1e9_,암튼 버스 타면서 진짜 뒤질 뻔한 게 한 두 번이 아니라 운전 못하겠음 내가 조심해도 내 앞뒤 옆에 천안 버스가 있다면 정신이 아찔,0,0
63,2021-03-26,17:27:35,newqury,이유 번이 ㄹㅇ 천안버스 중에서도 레게노라,0,0
64,2021-03-26,11:29:04,norealityfriend,멀미 뒤지게 나는데 드럽게 안감 환승도 안 되는 버스도 잏음 ㅈㄴ 존재 이유를 몰 겟음 천안버스,0,0
65,2021-03-26,11:28:14,norealityfriend,천안 버스부터 어떻게 좀 해봐 버스가 맨날 덜겅 덜 겅거리 잔아,0,1
66,2021-03-26,11:10:18,norealityfriend,여기 버스 좀 어떻게 해봐 제 발 천안 버스 진짜 개 좆 같애,0,0
67,2021-03-25,00:26:21,crazy_cat_sound,안녕하세오 천안버스 타는 사람인데 오 손 안 흔들면 걍 지나가요,0,5
68,2021-03-24,20:21:35,norealityfriend,아스발 천안 버스 손짓만 슥 해도 걍 서 내 나 존 나 팔로 풍차 돌리기 마냥 흔들엇는 디 어 쩐지 자꾸 사람 많아도 내 앞에 놔주더라,0,0
69,2021-03-24,15:22:54,vhvho_22,천안버스 짱나,0,1
70,2021-03-23,17:22:25,kyka_ovo,버스 오랜만에 타서 잊어버렸어 여긴 존 나 험하기로 유명한 천안 버스라는 걸,0,4
71,2021-03-23,15:55:38,152_47_,하 천안 버스 진짜 개열받네 윤전 좀 똑띠하세요 면허 내가 두동 강 내는 거 보고 싶지 않으면,0,0
72,2021-03-23,12:18:44,gamjwa_001,천안 버스 ㅅㅂ 끼ㅠㅜ 아니 버스 전 전 정류장이길래 알맞게 왔다 이랬는데 그냥 운행 종료 띄어놓고 쓕간 거임 버스 놓쳐서 분 기 달려야 하는데 그때 수업 시작이란 말 야ㅠㅜ 얼래 벌래 택시 잡아서 감 버스보다 택시가 짱임,1,0
73,2021-03-22,18:32:52,kim_si_0,천안버스만 년 오늘 로 매드맥스 찍고 온다,0,1
74,2021-03-22,01:55:39,xx297324x,그 정도 군 여 전 사실 천안을 좋아하는 데도 천안 버스는 딱 번 타 봤습니다 ㅋㅋ 다음엔 꼭 시간여행 하는 걸로,0,0
75,2021-03-21,20:54:40,jjjd_111,와 히 발 역시 천안 버스 병신 내 친구 학생 아니라 고 욕 개 먹었데 씨ㅋㅋ,0,0
76,2021-03-21,15:53:15,minister_yj,천안 버스 궁금해지기 시작함,0,0
77,2021-03-21,14:07:27,colorchange17,스브스뉴스 악명 높은 천안 버스 모두의 목소리를 들어 보았다,0,0
78,2021-03-21,12:50:40,butwhhhyyy,친구가 천안 버스 그 모양인 이유가 비리 뇌물수수 횡령 배임 같은 거 엮여 있어서 그렇다고 했던 게 기억나서 이 거 보고 생각난 김에 찾아봤는데 상상 그 이 ㅋㅋ,1,0
79,2021-03-21,12:45:27,nallumfat,천안 버스 좋은 점 존 나 빨리 달림 천안 버스 좆 같은 점 제 시간에 나가도 못 탐,0,9
80,2021-03-21,12:08:36,youth_yoosoo,천안 버스가 전국에서 제일 익스트림 한 듯 매일 서서 타면 코어 근육 발달됨 왜냐 중심 잘 잡아야 돼서,0,0
81,2021-03-21,12:06:41,xx297324x,먼데 리트윗 이냐 천안 버스가 우스 운 겁닉가,0,1
82,2021-03-21,11:08:57,zingga_hayu_da,천안 버스는 진짜 타면 아 이게 작용 반작용인 걸 깨닫게 되고 이 육중한 버스가 드리프트 하는 걸 보실 수 있습니다,12,14
83,2021-03-21,08:32:45,donggeul99,천안 버스 거기는 진짜 레게노,0,1
84,2021-03-21,00:27:47,myang__j,천안버스는 안 기준이 운전하는 것 같아 요 아니 진짜,0,2
85,2021-03-20,19:04:15,ajfolceoe,천안버스 어 메이징인데 이건 좀 웃긴 일화네 ㅋㅋ,0,0
86,2021-03-20,18:32:23,whro2654789,아 천안 버스 올 만에 타는 디 ㅎ 조용한 날,0,0
87,2021-03-20,18:29:09,gugugaga3355,ㄹㅇ 천안 버스만큼 양아치인 게 ㅜ 없음 예전에 엄마차 타고 가는데 버스 교통사고 난 곳도 천안이였어,0,0
88,2021-03-20,17:44:31,beriya_la,ㅋ ㅋㅋㅋ 천안버스 하말 하않 생각만 해도 숨이 가빠오네요 기가 찬 상황이 너무 많았다ㅠ,0,0
89,2021-03-20,17:37:13,man_go_mango,탐라에 천안 버스 얘기 또 나오네,0,0
90,2021-03-20,17:09:38,nny0ng,천안 버스는 버스가 아님 범퍼 카임,0,0
91,2021-03-20,17:08:38,gray07039,듀나님이 천안 버스 썰 알티하신 다 고 고 올라갈 땐가 버스 타고 가 다가 불 나서 내리고 갈아 탄 적 있음,1,3
92,2021-03-20,15:44:31,bbangkun,천안 버스 왜 차선에 서 있는 걸 뛰어서 타는 거야 ㄷㄷ 설마 어설프 고 약한 자는 살아남지 못하는 그런 세계인가,16,7
93,2021-03-19,23:19:47,seea_weeed,천안버스의 무서움이란,0,0
94,2021-03-19,18:19:23,gcgcxxx169,그나마 그 전기차 그 번 새 천안버스였나 거기가 그나마 좀 낫 구 나머지는 미쳐 ㅕ요 요금도 비싹오,0,0
95,2021-03-19,18:10:17,shuboong_idle,천안버스 기사님 진짜 무례해요 내릴 곳이 사람들 많이 내리는 곳이었는데 아무도 하차벨을 안 눌렀더니 기사님이 사람들한테 ㅈㄴ 꼽주고 훈수 두고,0,0
96,2021-03-19,18:00:43,canto_k,천안 버스 문제가 많다,0,0
97,2021-03-19,17:33:04,shuboong_idle,ㅇㅈㅇㅈ 천안버스 기사님들 서비스가 버블티 들 고 타려다가 빠꾸 먹은 기억이,0,0
98,2021-03-19,17:28:02,gcgcxxx169,천안버스 개셇아,0,1
99,2021-03-19,14:35:50,harrygir1friend,천안버스 왜 필요할 땐 꼭 늦냐 시팟,0,0
100,2021-03-18,19:32:29,ihyeyin,평지임에도 부산급의 드리프트와 스릴이 나오는 기적의 천안 버스,0,0
101,2021-03-18,19:12:42,ihyeyin,천안버스 부산버스,0,0
102,2021-03-16,20:43:50,wowkhb,천안 버스 천안 택시 다른 지역은 반대,0,1
103,2021-03-16,17:49:56,light_like_u,그 사람도 나처럼 버스 탔다 ㄱㅇㄷ 하고 있던 것 같은데 양쪽 다 인지 못하다 하고 당황해가지ㅋㅌㅋㅈㅋㅋ 근데 천안 버스답게 기사님이 싸가지 없고 존 나 막 달린 단 말임 그래서 급 정지를 밟을 때마다 나는 그 누군지도 모를 사람의 팔떼기에 자꾸 닿았고 서로 눈치오지게 봄,0,3
104,2021-03-15,08:43:38,aivilo_al,아시발 늦겠다 믿는 다 천안버스,0,0
105,2021-03-14,17:13:37,johnnytano_ks,방금 버스가 가려고 할 때 문 두드려서 탔더니 기사가 뭐하는 거야 라고 해서 뭐하는 건데요 라고 맞받아쳤다 전설의 천안 버스 경험해서 경기버스 불친절은 선녀처럼 보여 화나 지도 않는다,0,2
106,2021-03-14,12:51:21,baesicle_,한동안 순한 수원 버스만 타다가 오랜만에 거친 천안 버스를 타니까 향 수가 밀려온다,0,1
107,2021-03-13,15:57:26,sinsegae336,부천도 가 보고 싶긴 한데 천안 부천 부천 천안 버스 거의 안 다녀서 서울이 훨씬 편함,0,0
108,2021-03-13,14:40:46,tcvaxs031226,천안버스 진짜 짜증나 서울에서 출근 버스 타는 게 이 시간 천안버스보다 나음,0,0
109,2021-03-13,13:39:20,mwke9442,우씨 천안 버스 화난다 ㅂㄷ,0,0
110,2021-03-12,22:06:55,suwonbus35,요금도둑 천안버스,0,0
111,2021-03-12,18:18:17,m3rryg4m3,아 천안 버스 ㅆㅂ,0,0
112,2021-03-11,00:32:19,otamot007,그치만 나는 적응해서 그리고 요즘 잘 안 타서 별 문제 모르겠고 천안 버스 생각하면 불평 안 나온다,0,0
113,2021-03-11,00:08:53,otamot007,이 동네만 그런 건지는 몰라도 경기버스 기사님들 아무리 성격 불같 대도 승객이 보기에 납득할 수 있는 이유가 있을 때만 욕하는데 천안 버스는 체감상 에 한 번씩 욕하고 그 중 는 왜 욕하는지 이유도 모름,0,0
114,2021-03-11,00:06:24,otamot007,나도 경기버스 중에서도 특히 입지 최악인 동네 사는 데 집 가는 막차가 시 분 아침 시간에도 배차 간격이 분 랜덤 시간을 역행하는 안내 시스템 천안버스엔 비할 게 못됨,0,1
115,2021-03-11,00:00:15,otamot007,살면서 부산버스 세 번 남짓밖에 안 타봐서 이런 말하긴 좀 글치만 부산버스는 지형이 험해서 롤러코스터처럼 주행할 뿐이지 사람 기분을 개박 살 내진 않잖아 천안 버스는 돈 내고 쌍욕들 음,0,3
116,2021-03-10,23:51:59,otamot007,천안버스 년밖에 안 탔지만 진심 버스 기사들이 버스 타고 벌이는 난투극 임 대중교통이 ㅇㅏ님 이미,0,2
117,2021-03-07,16:48:19,brang_jds,천안버스 그지 같은데 아산도 삐까뜨는구나 에 라이,0,0
118,2021-03-07,13:56:19,ceo_yjh,천안 버스 요금 비쌈 ㅡㅡ,0,0
119,2021-03-06,18:14:35,ouo434,버스 기사가 바나나 알러지 원숭이 노래 듣느라 나 벨 눌렀는데도 내릴 곳에서 안 내려주고 지나 침 ㅗㅗ 역시 천안 버스 레전드 다 번 버스 기사 놈 길 걷다가 바나나 껍질 밟고 넘어져라,0,0
120,2021-03-06,17:15:09,mana8780915mana,버스타시고 다니신다는데 천안 버스에서 무운을 빌겠습니다 버스 앱 깔아서 쓰시면 편해요 번 인가 번 버스는 아마 앱에도 않나 올 수 있어요 조심하세요,0,1
121,2021-03-05,12:13:30,sinsegae336,천안 버스 노선 클라스 좌회전하는 곳 바로 앞에 정차하는 정류장 있음,0,0
122,2021-03-04,20:17:42,its_cape,천안버스가 잘못했네,0,0
123,2021-03-04,17:59:21,bcdisnothexa,ㅠㅠㅠ 천안 버스 진짜 배차 간격이 제 정신이 아니에요,0,0
124,2021-03-04,17:54:14,pendragon_e,ㅋㅋ 천안버스는 유명하죠,0,0
125,2021-03-02,20:07:40,ds4psv5,천안버스졸라 무서워 엿 같은 거,0,0
126,2021-03-02,07:44:13,keum_rye1021,에라이ㄱ 천안버스 개시 벌거 전광판 고장 나서 정류장 지나침 안내가 계속 같은 곳만 나와 ㅇ 여기 처음이라 암 것도 모르는데 시 발거,0,2
127,2021-03-01,17:20:29,its_cape,아무도 킹갓 천안 버스를 넘볼 수 없습니다,0,0
128,2021-03-01,17:18:14,puroisbf,버스 안내음도 안 나오고 전광판도 고장나 있음 ㅋㅋ 제 내려야 될지 감으로 때려 맞쳐야 돼 역시 천안 버스 클라스 ㅋㅋㅋ,0,6
129,2021-03-01,13:55:29,ralfcol_,천안버스 성 깔 어디 안 가는 구만 ㅋㅋ 물 맞고 웃겨 디지는 표정,0,0
130,2021-02-28,16:00:02,hello_hola2,천안 버스 매섭더라 두정역 버스 특히나,0,0
131,2021-02-28,14:31:08,dduckdea_joa,천안버스는 환승 안 되는 거 처음 알었다,0,0
132,2021-02-28,11:29:56,krkztoho,생각해보니 천안 버스는 악명이 높네요,0,0
133,2021-02-27,21:04:05,sungnyung23,응 천안 버스터미널,0,0
134,2021-02-27,20:44:30,bcdisnothexa,ㅠㅠ 천안 버스 불편하죠,0,0
135,2021-02-26,16:48:19,flikeboi,아 천안 버스 시 발 시 발 지가 지나쳐 놓고 나 보고 개지랄이 네 내가 도로에 대자로 뻗어 잇기라도 해야 되냐,0,2
136,2021-02-25,20:18:20,iwantgohomepiz,하 씨 발 천안버스는 청소년 요금이 원,0,0
137,2021-02-25,16:44:43,sf9_jaengbinzzi,저는 지금 천안 버스 안입니다 뽑기를 잘한 것 같군 요 저는 안전합니다,0,0
138,2021-02-25,16:10:06,canto_k,바좐 공연 무조건 내 자리 있어야 된다 천안 버스면 금방 이야,0,0
139,2021-02-24,14:47:11,uuc5vhwhwffwa6u,나도 뭔가 버스에 대한 일화는 많은데 시골 출신이라 시내버스가 번호판이 아니라 앞에 외산 부여 화성 이런 식으로 판이 있따 죠 그래서 천안 버스 번호표 보고 ㅇㅁㅇ걸로 어떻게 타 이런 사건,0,2
140,2021-02-24,13:54:10,yuki_eunoia,오랜만에 오는 천안 버스터미널,0,2
141,2021-02-24,11:51:11,jjohahaeyo,천안버스는 그냥 사람을 이 송한다는 목적이 아니라 도로 위 운전자와 걸어 다니는 인간의 공통의 적을 만든다는 게 목적인 거임,0,2
142,2021-02-24,08:21:50,neoginjo,동의합니다 내가 천안 버스 기사랑 싸운 적이 있습죠,1,0
143,2021-02-23,13:14:38,lovelionee,천안버스 운전은 정말 전국적으로 유명,0,0
144,2021-02-23,13:03:40,lovelionee,버스 조용한 거 신기방 기 하지만 천안 버스 운전은 음,0,0
145,2021-02-22,17:53:52,myo__damyo_,천안버스 진짜 대박이에 요 온 세상 불친절과 난폭 운전을 다 모아 놓은 정수에 가깝더라구요,0,2
146,2021-02-21,19:02:21,treec_com,터미널 못해도 두정역까지 밖에 못 나가 ㅋㅋ 천안 버스는 워낙에 좀 그런지라,0,0
147,2021-02-21,16:42:03,treec_com,내가 만약 그쪽 집으로 갈 거라면 아예 외박할 생각으로 가야 되고 네가 천안 버스터미널로 온다면 잠깐 만나는 게 가능해,0,0
148,2021-02-19,12:07:10,hukuse_124,와 친절한 천안 버스 다 기사님이 마이크 쓰면서 인사 해주시고 출발한다고 알려주심 심지어 앉을 때까지 출발 안하셔 친절해,0,0
149,2021-02-18,15:19:31,tastesandong,에엥 인성 뭐 임 천안버스가 불친절하다고 그렇게 유명하던데 버스 앞에서 손 흔들어야 세워준데요,0,0
150,2021-02-18,10:24:59,qorhvmek__ioi,하십 천안버스 ㄹㅇ 손 흔들어도 안 멈추고 벨 눌러도 안 내려준 다 지들 꼴리는 대로임,0,1
151,2021-02-18,10:17:46,qorhvmek__ioi,ㄹㅇ 난 천안 버스타다가 서울 경기도 버스 탔을 때 ㄹㅇ 낯설어서 서울버스 잘 못 탐 너무 친절해서 무서움 하,0,0
152,2021-02-17,18:50:21,gu4camole_,와 천안 버스 왜 이래,0,1
153,2021-02-17,05:43:52,seohansan,폰카로도 천안 버스 엘이 디 안짤리고도 사진 촬영 가능해 요 버스가 정차된 상태에서 셔터 스피드를 낮 추면 됩니다 엘이디가 초당 번 이상 깜빡이지 않는 구형 기종은 줄 무늬가 남는데 이러한 플리커 현상을 폰 카 셔터 스피드를 낮추는 것만으로도 충분히 촬영 가능해요,0,0
154,2021-02-13,18:45:57,gcgcxxx169,난 대 자연잉데 그 험한 천안버스 타고 시간 분 그러케 돌아다녓슴,0,0
155,2021-02-12,16:22:20,chang_sun_chu,오 역시 천안 버스 개짱 빨라 ㅋㅋ,0,0
156,2021-02-11,12:07:07,neuduck,근데 진짜 그래 미국은 휠체어 뿐만이 아니라 그냥 거동이 조금 불편하신 어른들만 보여도 바로 차체 낮추고 경사로 램프 꺼내는데 그런 거에 익숙해져 있다가 천안 버스 타려니까 ㅋㅋㅎ ㅗ,0,1
157,2021-02-10,19:04:43,powgod12345,천안버스 보다 더한 듯,0,1
158,2021-02-09,23:37:44,crazy_cat_sound,천안 버스는 성인 요금 기준으로 원이다 씨발,0,6
159,2021-02-09,19:47:01,bene_kuru,아 열받으니까 그냥 천안 버스터미널 앞에 사 밤새야겟다 새벽 시 분 버스 타고만다,0,0
160,2021-02-09,16:28:17,3h_all,말도 안 된다 천안 버스가 좋아졌으면 걍 세상이 좋아진 거임 ㄹㅇ 짱이다,0,0
161,2021-02-09,16:23:57,3h_all,야 요즘은 한국 버스도 와이파이가 잇드라 이 거 천안버스 맞냐,0,0
162,2021-02-09,01:15:40,tankhotsan,천안버스 부산버스 강원도 산골 버스 셋다 타본 입장에선 천안버스가 조금 더 놀라움,0,0
163,2021-02-05,12:05:29,lovelionee,아니 천안 버스 그지 같은 건 알았지만 오늘 따라 운전 왜 이래들,0,0
164,2021-02-05,08:10:47,myo_woon,천안 버스 개 같아 증말 왜 사람이 있고 손도 흥들었느 데 안 멈춤 학교 지각을 이렇게 하네 개억울,0,0
165,2021-02-03,15:04:48,krkztoho,혹시 천안 버스인가요,0,0
166,2021-02-03,05:07:04,pink____doruko,천안 버스가 진짜 이상함 저 버스 안타봐서 몰라요 택시는 타봤는데 좀 거칠긴 하더라구요,0,0
167,2021-02-03,02:58:15,btob_cssh,개웃ㅋㅋㅋㄱㅋ는 학교 셔틀버스 타서 천안버스 안타 매우 다행이야,0,0
168,2021-02-03,02:57:19,bee__penguin,생 마감하는 줄 알았어 천안사는 동기들 핫테 물어보니까 천안 버스는 계속 타면 장딴지 튼튼해진 대,0,0
169,2021-02-03,02:55:44,btob_cssh,진짜 우리 오다가 다 한 번 봤을 수도 천안 버스 한 번 탔는데 안타려궇,0,0
170,2021-02-03,02:54:53,bee__penguin,ㅋㅋㄱㅋㄱㄱㄱㅋ니ㅋㅋㄱㄱㄱ 세상 넘 쫍은 거 아냐 오다가 다 마주쳤을 수도 천안 버스 기사분들 난폭하시더라,0,0
171,2021-02-02,23:24:57,ag_hirosi_zn,유튜브에 천안이랑 아산 검색하면 겁나 이상함 아산 검색 천안 아산 천안 검색 천안버스,0,0
172,2021-02-02,00:52:12,ralfcol_,주변의 볼거리 맘스터치와 롯데리아의 햄버거 인자 자 강두천 김워리의 헬키친 채소도 썰어 본 적 없음 김두엠도 이마짚고 가게 할 자신 있는 경이로운 수준의 천안 버스,0,1
173,2021-02-01,21:39:27,wnwni__,심지어 썸네일도 천안 버스야 ㅋㅋ 나 천안 사는 데 썸네일에도 패파 있네 싱기,0,0
174,2021-01-31,17:29:04,pd_alpha,아니 돌리형 썸네일 천안버스잖아 ㅋㅋ,0,1
175,2021-01-30,01:21:56,grandbleu__,천안버스에 익숙해져서 수도권 버스는 아주 친절하다고 느꼈는데,0,1
